LncRNA name	MiRNA name 	Gene name	Disease(TCGA)	Activity score
RP11-147L13.12	hsa-miR-155-5p	DCUN1D2	BLCA	0.330890781218851
DPYD-AS1	hsa-miR-103a-3p	CDK6	BLCA	0.330801697180985
ELOA-AS1	hsa-miR-27a-5p	PPARG	BLCA	0.33076279266156
TRG-AS1	hsa-miR-183-5p	DKK3	BLCA	0.330218433925057
THUMPD3-AS1	hsa-miR-29a-3p	ALDH5A1	BLCA	0.330171206440638
NR2F1-AS1	hsa-miR-29c-3p	COL10A1	BLCA	0.329711253411046
NR2F1-AS1	hsa-miR-29b-3p	COL3A1	BLCA	0.329600723622536
RP5-899E9.1	hsa-miR-98-5p	IL10	BLCA	0.329520317674143
RP11-588K22.2	hsa-miR-107	IL6	BLCA	0.329276677193081
TRG-AS1	hsa-let-7g-5p	FN1	BLCA	0.328312764892575
OLMALINC	hsa-miR-199a-3p	DNAJA4	BLCA	0.327914501299833
TRG-AS1	hsa-miR-98-5p	HMGA2	BLCA	0.327275878970598
TRG-AS1	hsa-miR-98-5p	PBX3	BLCA	0.326742957455631
RP11-147L13.12	hsa-miR-155-5p	TP53INP1	BLCA	0.326587189558119
RP11-588K22.2	hsa-miR-107	LATS2	BLCA	0.326438067791103
NFYC-AS1	hsa-miR-27a-5p	NLK	BLCA	0.326111665727934
RP5-899E9.1	hsa-miR-98-5p	IGF1	BLCA	0.325939337106991
LINC00856	hsa-miR-301a-3p	TIMP2	BLCA	0.325449378358649
NR2F1-AS1	hsa-miR-29c-3p	CREB5	BLCA	0.324843470269112
NR2F1-AS1	hsa-miR-29b-3p	COL1A1	BLCA	0.323216515887315
RP5-899E9.1	hsa-miR-98-5p	CCL2	BLCA	0.322723817286628
RP11-147L13.12	hsa-miR-155-5p	ZC2HC1C	BLCA	0.322547687297741
RP5-899E9.1	hsa-let-7e-5p	FASLG	BLCA	0.32207071496098
UNQ6494	hsa-miR-125a-5p	IFNG	BLCA	0.321981396809574
NR2F1-AS1	hsa-miR-29b-3p	COL4A2	BLCA	0.321927602719196
MIR4435-2HG	hsa-miR-210-3p	EHD2	BLCA	0.321445711509054
RP11-74J13.8	hsa-miR-21-3p	RBPMS	BLCA	0.320711708570055
THUMPD3-AS1	hsa-miR-29a-3p	SETDB1	BLCA	0.319923289305979
NR2F1-AS1	hsa-miR-29c-3p	COL4A1	BLCA	0.319908639974614
RP11-819C21.1	hsa-miR-221-3p	SIRT1	BLCA	0.319770092481281
NFYC-AS1	hsa-miR-27a-5p	PPARG	BLCA	0.31912945802014
TUG1	hsa-miR-29a-3p	DNMT3B	BLCA	0.318340942614653
RP5-899E9.1	hsa-let-7g-5p	TGFBR1	BLCA	0.318033644627509
MBNL1-AS1	hsa-miR-16-1-3p	CCND2	BLCA	0.317537013591667
KB-1615E4.2	hsa-miR-21-5p	BTG2	BLCA	0.3173393267746
SLC16A1-AS1	hsa-miR-130b-3p	RUNX3	BLCA	0.317008157772747
RP5-1074L1.4	hsa-miR-29a-3p	SETDB1	BLCA	0.31673242761544
NR2F1-AS1	hsa-miR-29b-3p	MMP2	BLCA	0.316532601184125
MIR4435-2HG	hsa-miR-210-3p	TWIST1	BLCA	0.316455764246792
MIR4435-2HG	hsa-miR-210-3p	COL4A2	BLCA	0.316262843855841
NR2F1-AS1	hsa-miR-29b-3p	COL4A1	BLCA	0.316130383812807
RP5-1074L1.4	hsa-miR-29a-3p	TRAF4	BLCA	0.316017079024894
NR2F1-AS1	hsa-miR-29b-3p	BACE1	BLCA	0.316001388304541
COL4A2-AS1	hsa-miR-93-5p	LATS2	BLCA	0.315666206780728
KB-1615E4.2	hsa-miR-21-5p	ANKRD46	BLCA	0.315549481667743
PDCD4-AS1	hsa-miR-92a-3p	KLF2	BLCA	0.315546416900621
LINC-PINT	hsa-miR-203a-3p	FGF2	BLCA	0.315431845604144
RP11-819C21.1	hsa-miR-221-3p	HECTD2	BLCA	0.315207860016713
RP11-531A24.7	hsa-miR-18a-3p	CBX7	BLCA	0.314904784793137
RP11-305E6.4	hsa-miR-21-5p	ANKRD46	BLCA	0.313750893103966
CCDC18-AS1	hsa-miR-214-3p	PLXNB1	BLCA	0.313705700291365
TUG1	hsa-miR-29a-3p	KDM5B	BLCA	0.313672610877685
NFYC-AS1	hsa-miR-27a-5p	BMP3	BLCA	0.313396939090954
LINC01358	hsa-miR-378a-3p	VIM	BLCA	0.31316584208158
RP5-1198O20.4	hsa-miR-92a-3p	IKZF1	BLCA	0.312983730171967
RP5-1198O20.4	hsa-miR-324-5p	GLI1	BLCA	0.312324179741431
LINC-PINT	hsa-miR-149-5p	IL6	BLCA	0.31231285668237
NR2F1-AS1	hsa-miR-29c-3p	COL15A1	BLCA	0.31164827021129
RP11-147L13.12	hsa-miR-155-5p	ZNF561	BLCA	0.311614294808666
TRG-AS1	hsa-let-7e-5p	TNFAIP3	BLCA	0.311068878640433
PINK1-AS	hsa-miR-27a-3p	PPARG	BLCA	0.310559525939014
TRG-AS1	hsa-miR-98-5p	ITGB3	BLCA	0.310093609683015
ELOA-AS1	hsa-miR-27a-5p	NLK	BLCA	0.309670843506123
NR2F1-AS1	hsa-miR-29b-3p	ADAM12	BLCA	0.309575582786716
RP11-54O7.3	hsa-miR-27a-5p	PEBP1	BLCA	0.309368889589199
EIF3J-AS1	hsa-miR-27a-3p	BTG2	BLCA	0.308863059105314
RP5-1074L1.4	hsa-miR-29a-3p	VEGFA	BLCA	0.308338941994962
RP5-1198O20.4	hsa-miR-92a-3p	RGS5	BLCA	0.308193837538339
RP11-588K22.2	hsa-miR-107	CAV1	BLCA	0.308077299714838
RP11-701H24.4	hsa-miR-19b-3p	BMPR2	BLCA	0.307572577469729
TUG1	hsa-miR-29a-3p	TRAF4	BLCA	0.307442123870213
RP5-1074L1.4	hsa-miR-29a-3p	DNMT3B	BLCA	0.30743453907081
TRG-AS1	hsa-let-7e-5p	IGF1	BLCA	0.306624531209291
RP5-1198O20.4	hsa-miR-92a-3p	TGFBR2	BLCA	0.30614968493045
RP5-899E9.1	hsa-miR-98-5p	CCND2	BLCA	0.305236670570488
ELOA-AS1	hsa-miR-27a-5p	PEBP1	BLCA	0.304881840949907
NR2F1-AS1	hsa-miR-29b-3p	LAMC1	BLCA	0.304648201950909
TRG-AS1	hsa-let-7g-5p	THBS1	BLCA	0.304292328507473
RP11-161M6.2	hsa-miR-96-5p	TIMP1	BLCA	0.303977143436585
RP11-147L13.12	hsa-miR-155-5p	DHX40	BLCA	0.30364391613697
AC007750.5	hsa-miR-361-5p	CXCR6	BLCA	0.303308288831747
SLC16A1-AS1	hsa-miR-130b-3p	CYLD	BLCA	0.30240535652009
OIP5-AS1	hsa-miR-137	SP1	BLCA	0.301683150288259
TRG-AS1	hsa-miR-196b-5p	FAS	BLCA	0.300821337745777
THUMPD3-AS1	hsa-miR-29a-3p	DNMT3B	BLCA	0.300403041851806
RP5-1198O20.4	hsa-miR-92a-3p	CD69	BLCA	0.300368468323833
TUG1	hsa-miR-29a-3p	PPP1R13B	BLCA	0.300234816184137
EIF3J-AS1	hsa-miR-27a-3p	GATA2	BLCA	0.299929827936624
RP5-899E9.1	hsa-let-7a-5p	IL6	BLCA	0.299916404869463
NR2F1-AS1	hsa-miR-29c-3p	CD276	BLCA	0.29953477884144
AC108142.1	hsa-miR-224-5p	EDNRA	BLCA	0.299392787692909
TRG-AS1	hsa-miR-98-5p	SNX6	BLCA	0.299225550477616
RP11-54O7.3	hsa-miR-27a-5p	HOXA13	BLCA	0.298913374006132
TRG-AS1	hsa-miR-196b-5p	PIK3CG	BLCA	0.298614885523436
RP4-758J18.2	hsa-miR-29a-3p	DNMT3A	BLCA	0.298040885691168
OIP5-AS1	hsa-miR-22-3p	SP1	BLCA	0.297628753656324
TMEM147-AS1	hsa-miR-221-3p	CREBZF	BLCA	0.297422504065779
RP5-899E9.1	hsa-let-7e-5p	IGF1	BLCA	0.297273532091482
TUG1	hsa-miR-29a-3p	AHR	BLCA	0.296981804283564
RP11-147L13.12	hsa-miR-155-5p	TSPAN14	BLCA	0.296294066549888
LINC01358	hsa-miR-378a-3p	MSC	BLCA	0.295527104043136
RP5-1074L1.4	hsa-miR-29a-3p	ALDH5A1	BLCA	0.295462916430077
PIK3CD-AS1	hsa-miR-196b-5p	CD8A	BLCA	0.295456635060702
PDCD4-AS1	hsa-miR-92a-3p	VIM	BLCA	0.295446911651827
MIR4435-2HG	hsa-miR-210-3p	NCAM1	BLCA	0.295287065745204
TRG-AS1	hsa-let-7g-5p	HMGA2	BLCA	0.294969791228454
RP1-239B22.5	hsa-miR-141-5p	ICAM1	BLCA	0.294581972556742
DPYD-AS1	hsa-miR-103a-3p	SFRP4	BLCA	0.294503003395905
RP11-147L13.12	hsa-miR-155-5p	ARID2	BLCA	0.294406630230678
NR2F1-AS1	hsa-miR-29c-3p	ITGB1	BLCA	0.293953065120416
RP5-899E9.1	hsa-miR-98-5p	PBX3	BLCA	0.293950882591228
PINK1-AS	hsa-miR-27a-3p	ZBTB10	BLCA	0.293850484400355
PIK3CD-AS1	hsa-miR-149-3p	FGFR1	BLCA	0.293787615943452
RP5-1198O20.4	hsa-miR-92a-3p	CCL8	BLCA	0.293732797481743
NR2F1-AS1	hsa-miR-29b-3p	LOXL2	BLCA	0.29349272454072
TUG1	hsa-miR-222-3p	BMF	BLCA	0.293336593308092
RP5-1198O20.4	hsa-miR-200a-5p	SOX17	BLCA	0.293267011556289
RP11-444D3.1	hsa-miR-148b-3p	ITGA5	BLCA	0.293193169166692
KB-1615E4.2	hsa-miR-21-5p	TGFBR3	BLCA	0.292679783222386
THUMPD3-AS1	hsa-miR-29a-3p	TET3	BLCA	0.292622606840633
NR2F1-AS1	hsa-miR-29b-3p	FN1	BLCA	0.292191453614351
NORAD	hsa-miR-20a-5p	BMPR2	BLCA	0.292181857123184
HOXA-AS2	hsa-miR-106b-5p	MMP2	BLCA	0.291933824224546
OIP5-AS1	hsa-miR-7-5p	TET2	BLCA	0.291657689285685
TRG-AS1	hsa-miR-98-5p	BCL2	BLCA	0.291036337084344
TRG-AS1	hsa-let-7g-5p	TGFBR1	BLCA	0.290757211698311
PIK3CD-AS1	hsa-miR-484	ZEB1	BLCA	0.290380010377129
SLC16A1-AS1	hsa-miR-130b-3p	STAT3	BLCA	0.289651768334194
LINC-PINT	hsa-miR-203a-3p	SOCS3	BLCA	0.289533313508321
RP11-588K22.2	hsa-miR-103a-3p	TIMP3	BLCA	0.289403253802493
ELOA-AS1	hsa-miR-27a-5p	BMP3	BLCA	0.289365471080418
LINC01128	hsa-miR-21-5p	TGFBR3	BLCA	0.288696008953468
EIF3J-AS1	hsa-miR-27a-3p	GATA3	BLCA	0.288654096172111
RP5-899E9.1	hsa-let-7f-5p	POSTN	BLCA	0.288407789763401
OIP5-AS1	hsa-miR-22-3p	TET2	BLCA	0.2881028585601
EIF3J-AS1	hsa-miR-27a-3p	ZBTB10	BLCA	0.28810179199797
TRG-AS1	hsa-miR-183-5p	SNAI2	BLCA	0.287674315849039
RP5-899E9.1	hsa-let-7g-5p	HMGA2	BLCA	0.287467087344418
LINC01128	hsa-miR-21-5p	ANKRD46	BLCA	0.286856420373915
LINC00982	hsa-miR-18a-3p	CBX7	BLCA	0.286854062998453
AC016747.3	hsa-miR-330-3p	EGR2	BLCA	0.286510680013193
RP11-360F5.1	hsa-miR-183-5p	ZEB1	BLCA	0.286474794186678
NORAD	hsa-miR-17-5p	BMPR2	BLCA	0.286092940702535
AC108142.1	hsa-miR-224-5p	DPYSL2	BLCA	0.285866492373913
TUG1	hsa-miR-222-3p	ARID1A	BLCA	0.285546306207235
CARD8-AS1	hsa-miR-590-5p	TGFBR2	BLCA	0.285206559457716
RP5-1074L1.4	hsa-miR-29a-3p	TET3	BLCA	0.285137472275075
LINC-PINT	hsa-miR-149-5p	PTGER2	BLCA	0.284715895922739
LINC00665	hsa-miR-155-5p	ZNF83	BLCA	0.284512404761639
NR2F1-AS1	hsa-miR-29c-3p	SERPINH1	BLCA	0.284447110558207
COL4A2-AS1	hsa-miR-20a-5p	PRKG1	BLCA	0.284360571862829
RP11-16E12.2	hsa-miR-30e-5p	SNAI1	BLCA	0.283923121390186
NR2F1-AS1	hsa-miR-29b-3p	ABL1	BLCA	0.282393443077267
MSC-AS1	hsa-miR-744-3p	PTEN	BLCA	0.282151211620455
RP11-54O7.3	hsa-miR-27a-5p	NLK	BLCA	0.282073187355288
AC009948.5	hsa-miR-203a-3p	ZEB2	BLCA	0.282068600679206
RP11-147L13.12	hsa-miR-155-5p	TBRG1	BLCA	0.282046636420418
TRG-AS1	hsa-miR-183-5p	AANAT	BLCA	0.281354642960453
NDUFB2-AS1	hsa-miR-214-5p	CDK3	BLCA	0.281225858701791
AC009948.5	hsa-miR-203a-3p	IL15	BLCA	0.281165755531752
LINC00665	hsa-miR-155-5p	ZNF254	BLCA	0.280478576265534
RP11-74J13.8	hsa-miR-21-3p	HPGD	BLCA	0.28001221446752
SSTR5-AS1	hsa-miR-21-3p	HPGD	BLCA	0.279741928852618
MAP3K20-AS1	hsa-miR-320a	NOD2	BLCA	0.2795400021505
RP11-819C21.1	hsa-miR-221-3p	BMF	BLCA	0.279510574382954
RP11-147L13.12	hsa-miR-155-5p	MGMT	BLCA	0.279405706440863
RP5-1074L1.4	hsa-miR-29a-3p	PPP1R13B	BLCA	0.279257979473015
RP5-1198O20.4	hsa-miR-25-3p	LATS2	BLCA	0.279169991641019
NEAT1	hsa-miR-214-5p	CDK3	BLCA	0.278601148835608
TRG-AS1	hsa-let-7e-5p	HMGA2	BLCA	0.278490253957292
TRG-AS1	hsa-let-7a-5p	IL6	BLCA	0.278360687138335
RP11-147L13.12	hsa-miR-155-5p	IL17RB	BLCA	0.278350510698026
CCDC18-AS1	hsa-miR-214-3p	RAB15	BLCA	0.278346388409003
BVES-AS1	hsa-miR-149-5p	FGFR1	BLCA	0.278297900321977
TUG1	hsa-miR-29a-3p	BCL7A	BLCA	0.277919770955482
RP11-620J15.3	hsa-miR-330-5p	ITGA5	BLCA	0.277679557774883
RP5-1198O20.4	hsa-miR-92a-3p	STAT3	BLCA	0.277617547069435
SSTR5-AS1	hsa-miR-21-3p	RBPMS	BLCA	0.277372589283295
RP11-147L13.12	hsa-miR-155-5p	ZNF273	BLCA	0.277311066460876
TMEM147-AS1	hsa-miR-221-3p	BMF	BLCA	0.276916295135243
TRG-AS1	hsa-miR-196b-5p	GATA6	BLCA	0.276807970449021
RP11-43N5.1	hsa-miR-21-3p	HPGD	BLCA	0.276288609315437
RP5-1074L1.4	hsa-miR-29a-3p	TET2	BLCA	0.276134483512997
PIK3CD-AS1	hsa-miR-196b-5p	GATA6	BLCA	0.275942964291888
RP5-899E9.1	hsa-miR-98-5p	ITGB3	BLCA	0.275501940929777
NR2F1-AS1	hsa-miR-29b-3p	COL10A1	BLCA	0.275289474272054
RP11-161M6.2	hsa-miR-96-5p	RECK	BLCA	0.275126567836226
THUMPD3-AS1	hsa-miR-29a-3p	MYCN	BLCA	0.275047790991179
RP5-899E9.1	hsa-miR-98-5p	HMGA2	BLCA	0.274943830554479
RP4-671O14.6	hsa-miR-15a-5p	RECK	BLCA	0.274415663120602
RP4-758J18.2	hsa-miR-29a-3p	ALDH5A1	BLCA	0.274404177757074
RP11-161M6.2	hsa-miR-96-5p	MITF	BLCA	0.274211346464364
RP11-588K22.2	hsa-miR-107	BACE1	BLCA	0.273709712570028
RP11-74J13.8	hsa-miR-21-3p	ZNF350	BLCA	0.273504208567277
SLC16A1-AS1	hsa-miR-582-3p	DKK3	BLCA	0.273264996809141
TRG-AS1	hsa-miR-183-5p	PPP2CB	BLCA	0.273230882743381
DPYD-AS1	hsa-miR-103a-3p	RUNX2	BLCA	0.273188184648347
TRG-AS1	hsa-let-7f-5p	POSTN	BLCA	0.273175095347707
RP1-317E23.3	hsa-miR-27a-5p	PPARG	BLCA	0.273098937349251
TRG-AS1	hsa-miR-98-5p	MYC	BLCA	0.272840371147449
LINC01128	hsa-miR-21-5p	JMY	BLCA	0.27258390713715
KDM4A-AS1	hsa-miR-27a-5p	NLK	BLCA	0.272568497869802
TRG-AS1	hsa-miR-183-5p	PTPA	BLCA	0.272385441436893
KB-1615E4.2	hsa-miR-21-5p	HPGD	BLCA	0.271859316961075
RP4-671O14.6	hsa-miR-15a-5p	FGF7	BLCA	0.271822098009911
TRG-AS1	hsa-miR-98-5p	EDN1	BLCA	0.271717306912494
LINC01128	hsa-miR-21-5p	DDAH1	BLCA	0.271620061241687
RP11-363E7.4	hsa-miR-142-5p	SMAD3	BLCA	0.271132969188176
RP5-1198O20.4	hsa-miR-25-3p	RECK	BLCA	0.270590636578455
NR2F1-AS1	hsa-miR-29b-3p	BCL2	BLCA	0.270579058810254
IL21R-AS1	hsa-miR-30b-3p	ADAM12	BLCA	0.269426073628158
TUG1	hsa-miR-29a-3p	MYCN	BLCA	0.268928941072031
RP11-147L13.12	hsa-miR-155-5p	HOMEZ	BLCA	0.268713955191668
LINC00665	hsa-miR-155-5p	TRAK1	BLCA	0.268483255245002
RP11-66N24.3	hsa-miR-150-5p	SRCIN1	BLCA	0.268465152516375
NR2F1-AS1	hsa-miR-29b-3p	LOXL4	BLCA	0.268331041800937
MALAT1	hsa-miR-1-3p	VEGFA	BLCA	0.268239094268495
NR2F1-AS1	hsa-miR-29c-3p	PER1	BLCA	0.26768756429311
RP4-665J23.1	hsa-miR-149-3p	FGFR1	BLCA	0.267632125125347
OIP5-AS1	hsa-miR-22-3p	SIRT1	BLCA	0.267391545171077
RP5-899E9.1	hsa-let-7f-5p	IL6	BLCA	0.267327967747485
LINC00856	hsa-miR-301a-3p	MEOX2	BLCA	0.26727267346766
AC108142.1	hsa-miR-224-5p	CXCR4	BLCA	0.267239688390735
COL4A2-AS1	hsa-miR-93-5p	TGFBR2	BLCA	0.267147458741833
KB-1615E4.2	hsa-miR-21-5p	TIAM1	BLCA	0.266904320800492
RP1-317E23.3	hsa-miR-27a-5p	BMP3	BLCA	0.266309371116001
RP11-819C21.1	hsa-miR-221-3p	TCEAL1	BLCA	0.266181589393491
SLC16A1-AS1	hsa-miR-130b-3p	IGF1	BLCA	0.266128033116933
RP11-588K22.2	hsa-miR-107	CDK6	BLCA	0.265991845837196
LINC-PINT	hsa-miR-149-5p	FASLG	BLCA	0.265953373284031
TRG-AS1	hsa-let-7f-5p	CCL7	BLCA	0.265690033639244
NR2F1-AS1	hsa-miR-29b-3p	TGFB2	BLCA	0.265567023310229
RP11-933H2.4	hsa-miR-214-3p	RAB15	BLCA	0.26550663517667
PINK1-AS	hsa-miR-27a-3p	GATA3	BLCA	0.265368219627901
NFYC-AS1	hsa-miR-27a-5p	PEBP1	BLCA	0.265194912042471
MAP3K20-AS1	hsa-miR-320a	VIM	BLCA	0.26504787314459
RP11-305E6.4	hsa-miR-21-5p	BMI1	BLCA	0.26469721564218
NR2F1-AS1	hsa-miR-29b-3p	COL5A3	BLCA	0.264269067720688
RP5-1198O20.4	hsa-miR-324-5p	ETS1	BLCA	0.264026285000938
NR2F1-AS1	hsa-miR-29b-3p	ITIH5	BLCA	0.263665288021089
RP11-159D12.8	hsa-miR-21-3p	HPGD	BLCA	0.263632158582634
DPYD-AS1	hsa-miR-103a-3p	MEF2D	BLCA	0.263029377124784
AC107081.5	hsa-miR-29a-3p	TRAF4	BLCA	0.262615829915615
LINC01358	hsa-miR-378a-3p	CDK6	BLCA	0.262239115478936
RP11-54O7.3	hsa-miR-27a-5p	HOXB8	BLCA	0.261967168795963
MIR4435-2HG	hsa-miR-210-3p	FOXP3	BLCA	0.261931613409441
RP11-380L11.4	hsa-miR-18a-3p	CBX7	BLCA	0.261799617070194
LINC-PINT	hsa-miR-203a-3p	TCF4	BLCA	0.261579204410692
SNHG12	hsa-miR-214-3p	PLXNB1	BLCA	0.261563741883782
FLJ27354	hsa-miR-149-3p	FGFR1	BLCA	0.261493269897385
KDM4A-AS1	hsa-miR-27a-5p	PPARG	BLCA	0.261409918737936
TUG1	hsa-miR-29b-3p	TDG	BLCA	0.261409543674446
RP5-899E9.1	hsa-let-7b-5p	CTHRC1	BLCA	0.260827824615223
RP4-671O14.6	hsa-miR-15a-5p	MN1	BLCA	0.260567706338771
LINC01358	hsa-miR-378a-3p	TGFB2	BLCA	0.260467829690024
RP5-899E9.1	hsa-let-7a-5p	ITGB3	BLCA	0.260334754388218
RP5-1198O20.4	hsa-miR-92a-3p	PTEN	BLCA	0.260284688035125
LINC00963	hsa-let-7g-5p	COL1A2	BLCA	0.259948813118009
BVES-AS1	hsa-miR-149-5p	IL6	BLCA	0.259909901198661
RP4-671O14.6	hsa-miR-15a-5p	AKT3	BLCA	0.259807200676164
NEAT1	hsa-miR-7-5p	HOXB3	BLCA	0.259649812473068
RP11-588K22.2	hsa-miR-107	JAK1	BLCA	0.259627415091664
SLC16A1-AS1	hsa-miR-130b-3p	ZEB1	BLCA	0.259563021781887
TRG-AS1	hsa-let-7a-5p	TNFAIP3	BLCA	0.259479651566789
LINC01128	hsa-miR-21-5p	ADAM22	BLCA	0.259435858364032
LINC00958	hsa-miR-106a-5p	RB1	BLCA	0.259389946360268
LINC-PINT	hsa-miR-203a-3p	EDNRA	BLCA	0.259219790697212
ALMS1-IT1	hsa-miR-320a	FOXM1	BLCA	0.259207271335039
RP5-1074L1.4	hsa-miR-29a-3p	BCL7A	BLCA	0.259155309096376
AC023590.1	hsa-miR-96-5p	ZEB1	BLCA	0.259102958553442
RP11-819C21.1	hsa-miR-142-5p	SIRT1	BLCA	0.258938833436831
RP5-899E9.1	hsa-let-7b-5p	COL3A1	BLCA	0.258822696291875
AC002117.1	hsa-miR-223-3p	CYB5A	BLCA	0.258735187417631
TRG-AS1	hsa-let-7f-5p	PRDM1	BLCA	0.258411209809764
CCDC18-AS1	hsa-miR-145-5p	DDX17	BLCA	0.258199885859908
RP11-147L13.12	hsa-miR-155-5p	BCL6	BLCA	0.25810205105711
SLFNL1-AS1	hsa-miR-27a-3p	PPARG	BLCA	0.258019056952905
UNQ6494	hsa-miR-125a-5p	STAT3	BLCA	0.257753182890482
RP1-191J18.66	hsa-miR-34a-5p	GAS1	BLCA	0.25767061592494
TRG-AS1	hsa-let-7a-5p	ITGB3	BLCA	0.25762175691419
TUG1	hsa-miR-29a-3p	DICER1	BLCA	0.257425048447573
RP5-1074L1.4	hsa-miR-29a-3p	TDG	BLCA	0.257335736786045
LINC00665	hsa-miR-155-5p	ZNF493	BLCA	0.25727556787567
DPYD-AS1	hsa-miR-107	CAV1	BLCA	0.257130745338825
AC009948.5	hsa-miR-203a-3p	TCF4	BLCA	0.256786875539534
CARD8-AS1	hsa-miR-590-5p	RECK	BLCA	0.256748961836772
AC093627.10	hsa-miR-25-3p	HAND2	BLCA	0.256580997084719
COL4A2-AS1	hsa-miR-20a-5p	BMPR2	BLCA	0.256555100853658
RP11-677M14.8	hsa-miR-29a-3p	CCNT2	BLCA	0.256516953666291
LINC01128	hsa-miR-21-5p	SATB1	BLCA	0.256474173939665
MAP3K20-AS1	hsa-miR-320a	ITGB3	BLCA	0.255956895050355
RP11-360F5.1	hsa-miR-183-5p	RECK	BLCA	0.255849884273561
NR2F1-AS1	hsa-miR-29b-3p	CDK6	BLCA	0.255834082269369
LINC00540	hsa-miR-125a-5p	KLF13	BLCA	0.255773515619556
EIF3J-AS1	hsa-miR-27a-3p	THRB	BLCA	0.25575681532142
PINK1-AS	hsa-miR-27a-3p	GATA2	BLCA	0.255755507656911
PIK3CD-AS1	hsa-miR-196b-5p	FAS	BLCA	0.25517557468436
DPYD-AS1	hsa-miR-107	CDK6	BLCA	0.255076837069559
RP11-352M15.2	hsa-miR-29b-1-5p	SMAD3	BLCA	0.254792059471874
RP11-463O12.5	hsa-miR-29b-1-5p	SMAD3	BLCA	0.25475427578918
COL4A2-AS1	hsa-miR-20a-5p	RGS5	BLCA	0.254490743667285
RP5-1198O20.4	hsa-miR-25-3p	RGS3	BLCA	0.254350817255187
RP11-342K2.1	hsa-miR-29a-3p	DNMT3A	BLCA	0.254339631210231
FLJ46284	hsa-miR-424-5p	TGFBR3	BLCA	0.254319376210915
RP11-342K2.1	hsa-miR-29a-3p	CCNT2	BLCA	0.254309776182509
TRG-AS1	hsa-miR-183-5p	ITGB1	BLCA	0.254229847063737
H19	hsa-miR-103a-3p	SFRP4	BLCA	0.253916497502572
MALAT1	hsa-miR-18a-3p	CBX7	BLCA	0.253546434568692
SLC16A1-AS1	hsa-miR-130b-3p	IRF1	BLCA	0.253194701456166
COL4A2-AS1	hsa-miR-93-5p	SLC2A4	BLCA	0.25319299519802
LINC01128	hsa-miR-21-5p	CASC2	BLCA	0.2530328143155
NORAD	hsa-miR-17-5p	NCOA3	BLCA	0.252874351808467
SLC16A1-AS1	hsa-miR-582-3p	SFRP1	BLCA	0.252577721991624
COL4A2-AS1	hsa-miR-17-5p	BMPR2	BLCA	0.252289679600488
LINC01128	hsa-miR-21-5p	CEP104	BLCA	0.251856471875353
RP3-394A18.1	hsa-miR-340-5p	CCNG2	BLCA	0.25164791363099
TUG1	hsa-miR-29a-3p	RNASEL	BLCA	0.251438288044257
UNQ6494	hsa-miR-125a-5p	CLEC5A	BLCA	0.251295746111085
LINC-PINT	hsa-miR-149-5p	FGFR1	BLCA	0.251105234335408
UNQ6494	hsa-miR-125a-5p	PIK3CG	BLCA	0.251023035413749
MIR4435-2HG	hsa-miR-210-3p	BDKRB2	BLCA	0.25052611913353
RP5-1198O20.4	hsa-miR-27a-5p	SFRP1	BLCA	0.250474047907825
LINC01128	hsa-miR-21-5p	DOCK3	BLCA	0.250429317620422
RP1-191J18.66	hsa-miR-34a-5p	PAM	BLCA	0.250351014518511
RP11-158K1.3	hsa-miR-23a-3p	RGS5	BLCA	0.250194811909009
RP11-819C21.1	hsa-miR-142-5p	TP53INP1	BLCA	0.249988283550337
RP11-43N5.1	hsa-miR-21-3p	RBPMS	BLCA	0.249982397764029
UNQ6494	hsa-miR-125a-5p	JAK2	BLCA	0.249975359062894
RP11-819C21.1	hsa-miR-221-3p	DICER1	BLCA	0.249510273014578
RP11-933H2.4	hsa-miR-214-3p	PLXNB1	BLCA	0.24943215104029
AC023590.1	hsa-miR-96-5p	MITF	BLCA	0.249418859908842
LINC-PINT	hsa-miR-203a-3p	SNAI1	BLCA	0.24939460185081
NR2F1-AS1	hsa-miR-29b-3p	HDAC4	BLCA	0.249384982970979
RP11-17G12.3	hsa-miR-145-5p	VPS13A	BLCA	0.249225318073773
RP11-147L13.12	hsa-miR-155-5p	PLS1	BLCA	0.249073435003883
HOXA-AS2	hsa-miR-106b-5p	JAK1	BLCA	0.248956738936771
COL4A2-AS1	hsa-miR-17-5p	TGFBR2	BLCA	0.248906152315825
COL4A2-AS1	hsa-miR-17-5p	MMP2	BLCA	0.248619652253959
NR2F1-AS1	hsa-miR-29b-3p	ITGB1	BLCA	0.248585223922608
RP11-147L13.12	hsa-miR-155-5p	C3orf18	BLCA	0.24853650948535
TUG1	hsa-miR-29a-3p	GSK3B	BLCA	0.248507261407642
NORAD	hsa-miR-204-5p	THRB	BLCA	0.248249978433272
COL4A2-AS1	hsa-miR-20a-5p	COL4A1	BLCA	0.248010449314203
RP5-899E9.1	hsa-let-7e-5p	TNFAIP3	BLCA	0.248009415394439
TRG-AS1	hsa-miR-98-5p	IL13	BLCA	0.247827902888103
PDCD4-AS1	hsa-miR-92a-3p	IKZF1	BLCA	0.247627532857516
RP11-147L13.12	hsa-miR-155-5p	DET1	BLCA	0.247624153009318
PINK1-AS	hsa-miR-27a-3p	SEMA6A	BLCA	0.247551070437055
NFYC-AS1	hsa-miR-134-5p	PUM2	BLCA	0.247448611153966
